sn,Post Title,Author,Post Count,View Count,Time,Date,Section
4000,Ay's Daughter Singing Tonto Dike's 'HI',ijebabe,40,10745,11:52pm,"Nov 28, 2012",EntertainmentDB
4001,A Consultant's Advice On Organizing Reality TV Game Shows Sought After.,SaintChukz,3,753,8:22pm,"Nov 28, 2012",EntertainmentDB
4002,phone intimacy Crashes Another Nollywood Actress’s Marriage,babawale24,0,896,11:08am,"Nov 28, 2012",EntertainmentDB
4003,Fatai Rolling Dollar Loses Wife **how Firework Caused Her Death,babawale24,0,710,9:55am,"Nov 28, 2012",EntertainmentDB
4004,Amazing! 'Family Guy' Vs 'Cleveland Brown' Rap Battle,ijebabe,0,1185,9:29pm,"Nov 27, 2012",EntertainmentDB
4005,"Oprah Reveals Breast Cancer Scare, Best Friend Gayle Visibly Upset",Captain2012,0,621,4:35pm,"Nov 27, 2012",EntertainmentDB
4006,Real Benjamin Buttons Brothers: Matthew And Michael Clark Are Aging Backwards,Captain2012,0,496,4:29pm,"Nov 27, 2012",EntertainmentDB
4007,Hot Blogs You Follow,lildamax,13,1273,9:14pm,"Nov 25, 2012",EntertainmentDB
4008,Psy’s “gangnam Style Becomes Youtube’s Most Viewed Video With Over 8m View,365naijanews,0,724,2:48pm,"Nov 25, 2012",EntertainmentDB
4009,Christmas Lights Cover Home In Gangnam Style,lovejo,3,576,11:54pm,"Nov 24, 2012",EntertainmentDB
4010,Video: Dragon Baby,ijebabe,11,1204,10:01pm,"Nov 24, 2012",EntertainmentDB
4011,NONSENSE: Teacher Accused Of Having Sex With Students During Class Breaks,obynocj,0,1642,5:47pm,"Nov 24, 2012",EntertainmentDB
4012,Keri Hilson Dancing Azonto And Etigie,ohisola,0,1035,9:59pm,"Nov 23, 2012",EntertainmentDB
4013,Don Baba Jazzy Set To Do The Theme Song For The Coming Africa Cup Of Nations,princenat,2,750,8:06pm,"Nov 23, 2012",EntertainmentDB
4014,Annoying Questions By Females,Nobody,8,1467,2:14pm,"Nov 22, 2012",EntertainmentDB
4015,"Zimbabwe Man Returns From Night Vigil At 3am, Catches Wife In Bed With Neighbour",obynocj,2,1277,8:12am,"Nov 22, 2012",EntertainmentDB
4016,Are You Popular Enough To Win An SUV?!,nex,2,1155,6:27am,"Nov 22, 2012",EntertainmentDB
4017,Help Me Win An SUV This Christmas. Please Vote For Me!,PlantainBoy,0,488,9:35pm,"Nov 21, 2012",EntertainmentDB
4018,Vote For Seun Osewa - Founder Of Nairaland On Nigerian Youth Merit Awards,cmcrob,3,696,10:13pm,"Nov 20, 2012",EntertainmentDB
4019,Who Does She Look Like?rihanna Or omotola?,Nobody,4,1206,1:22pm,"Nov 20, 2012",EntertainmentDB
4020,Video : Keri Hilson Dancing Azonto In Nigeria,ajetunblog,0,1756,12:30pm,"Nov 20, 2012",EntertainmentDB
4021,Cashier Steals Money From Woman,mumento007,0,501,5:17am,"Nov 20, 2012",EntertainmentDB
4022,Why Is Alcholic Intake The Only Option In  Nollywood Movies?,Anayordike,3,436,9:40pm,"Nov 19, 2012",EntertainmentDB
4023,Best Of Nollywood Awards 2012 Winners List,kachy,23,18289,10:17am,"Nov 19, 2012",EntertainmentDB
4024,Nominees For Nigerian Broadcasters Awards,ijebabe,7,5600,4:11pm,"Nov 18, 2012",EntertainmentDB
4025,Father Gets Her Daughter A Live Snake As Toy!,anodebe,2,952,5:43pm,"Nov 17, 2012",EntertainmentDB
4026,Nigerian British Actress Judi Shekoni Stars In Breaking Dawn Pt II,ijebabe,5,2392,11:31am,"Nov 17, 2012",EntertainmentDB
4027,"Genevieve Nnaji, 12 Other Nigerians Listed In Arise’s 100 Dynamic African Women",ijebabe,20,7736,4:03am,"Nov 17, 2012",EntertainmentDB
4028,See The Finial 3 Of Gulder Ultimate Search Season 9,365naijanews,0,999,10:51pm,"Nov 16, 2012",EntertainmentDB
4029,DSTV Initial Access Cost,tonyfrenzy,0,468,3:29pm,"Nov 16, 2012",EntertainmentDB
4030,Nominees For 2012 South-South Music Awards (SSMA),365naijanews,101,11289,2:40pm,"Nov 16, 2012",EntertainmentDB
4031,"Nollywood, Hollywood, Dreams, Notions,  Wishes And Then There Is Uzor...",potatoe,7,572,10:20am,"Nov 16, 2012",EntertainmentDB
4032,Can You Go Nude For A Movie Role?,MsSteph,3,623,11:54pm,"Nov 14, 2012",EntertainmentDB
4033,Winner Of Mtn's Areoplane: Ebube Essien-garricks,nex,4,880,7:55pm,"Nov 14, 2012",EntertainmentDB
4034,You Are A Groupie ( Interested In Sex With A Celeb ),aigroup,0,761,10:27am,"Nov 14, 2012",EntertainmentDB
4035,How Do We Confirm Tonto 's 5.2Million Downloads.,nex,2,505,11:54pm,"Nov 13, 2012",EntertainmentDB
4036,Questions For Nollywood ?,emmalezy,0,357,6:05pm,"Nov 13, 2012",EntertainmentDB
4037,Andre Blaze  To Host The  South  South  Music  Awards  (ssma)  2012,365naijanews,0,1207,12:01am,"Nov 13, 2012",EntertainmentDB
4038,A Crash Course In Piracy- Tonto Dikeh & Lessons For Nigerian Artists,ijebabe,13,1032,11:12pm,"Nov 12, 2012",EntertainmentDB
4039,When Oprah Made A Surprise Appearance On Ellen's Show.,Nobody,5,942,9:43am,"Nov 12, 2012",EntertainmentDB
4040,Good Old SESAME STREET Marks 43 Years...,geerufus,2,464,12:27am,"Nov 12, 2012",EntertainmentDB
4041,The Hundreds Of Thousands Of Dummies Who Follow DON JAZZY On Twitter,nex,5,840,6:06pm,"Nov 10, 2012",EntertainmentDB
4042,Did You See These Men On Falomo Round About? #jamesbond Look Alike,omolarah,2,775,6:05pm,"Nov 10, 2012",EntertainmentDB
4043,The Money Drop,Nobody,4,917,3:17pm,"Nov 10, 2012",EntertainmentDB
4044,Sexy ‘DIPP’ Covers 3rd Edition Of Slyk&distinct Magazine (PHOTO),9jaolofofo,2,1028,3:51pm,"Nov 09, 2012",EntertainmentDB
4045,Tonto Dikeh Interview,samie4luv,2,541,1:45pm,"Nov 09, 2012",EntertainmentDB
4046,Mr Ibu Vs Mr Bean: Who Is Your Favourite Joker?,ambrosini593,3,832,1:44pm,"Nov 09, 2012",EntertainmentDB
4047,Flavour Álbum Launch....,samie4viewnaija,2,433,1:43pm,"Nov 09, 2012",EntertainmentDB
4048,Mother Names Her Twin Babies Barack Obama And Mitt Romney,Nobody,0,434,8:48pm,"Nov 08, 2012",EntertainmentDB
4049,TVC Entertainment Launches Boombox !!!,celepapa,0,1272,1:39pm,"Nov 08, 2012",EntertainmentDB
4050,Obiwon Performing @ The Idol Auditions In Owerri.,patlake,0,337,5:43pm,"Nov 06, 2012",EntertainmentDB
4051,NTG Challenge! Who Is Ready?,Astutechris,0,356,7:43am,"Nov 06, 2012",EntertainmentDB
4052,Wizkid Acquires BMW X6 (picture Inside),Realest123,4,4372,9:26am,"Nov 04, 2012",EntertainmentDB
4053,Who Is Your All Time Favourite Musician,chucky234,8,997,2:17pm,"Nov 02, 2012",EntertainmentDB
4054,Keri Hilson Expresses Love For  Flavour's Song 'Ashawo',ijebabe,73,16257,2:15pm,"Nov 02, 2012",EntertainmentDB
4055,Girls Beg For Sex To Be Given Movies Role - Rita Edochie,Itoroetti,3,3574,9:33am,"Nov 02, 2012",EntertainmentDB
4056,Adewale Ayuba Was Never Beaten-up In Ibadan - Eyewitness,contactwale,11,4453,7:20pm,"Oct 31, 2012",EntertainmentDB
4057,Brazilian Girl Virginity Auction: Man To Face Charges For Trafficking,elampiro,0,555,2:45pm,"Oct 31, 2012",EntertainmentDB
4058,Interested In Moderating This Section?,mukina2,196,8985,11:09pm,"Oct 30, 2012",EntertainmentDB
4059,Adewale Ayuba Denies Being Beaten-up By Mobile Policemen,oluwasesan,16,3184,7:04pm,"Oct 30, 2012",EntertainmentDB
4060,"Ex-bba Housemates, Barbz And Zainab In Lesbianism Act (PHOTO)",247naijagossip,0,3264,1:59pm,"Oct 30, 2012",EntertainmentDB
4061,"Producer Of The Popular Nigerian Sitcom, ""Clinic Matters"" Honoured In Paris",OpenEye,0,783,12:29pm,"Oct 30, 2012",EntertainmentDB
4062,Adewale Ayuba Beaten-up For Arriving Late At Performance Venue,Incred,82,19011,8:59am,"Oct 30, 2012",EntertainmentDB
4063,"Read: Former UK Party Girl Converts To Islam, Says Islam Has Changed Her Life",obynocj,0,620,6:41am,"Oct 30, 2012",EntertainmentDB
4064,Edeson DAILY NEWS Headlines: ( Latest News & Celebrity Gist),Nobody,2,865,10:28pm,"Oct 29, 2012",EntertainmentDB
4065,The Last Ten Candidates For The Best Player Of The Year Award Given Out By World,deathmen12,4,1107,10:25pm,"Oct 29, 2012",EntertainmentDB
4066,RUSH NOW: WIZKID Is Looking For Girlfriend,obynocj,2,1131,3:50pm,"Oct 29, 2012",EntertainmentDB
4067,Brazilian Student Sells Virginity For $780000,AVmonster,5,2764,5:03am,"Oct 29, 2012",EntertainmentDB
4068,Luckiest Driver In The World,9ineGames,0,675,1:27am,"Oct 29, 2012",EntertainmentDB
4069,Indiana Man Tattoos Romney Logo On His Face (PHOTO),Realest123,0,953,9:11am,"Oct 28, 2012",EntertainmentDB
4070,Governor Of Sokoto Flogs PHCN Manager With Horsewhip,obynocj,0,524,1:19pm,"Oct 27, 2012",EntertainmentDB
4071,Pictures From Felabration 2012,mrelejo,23,6771,11:47am,"Oct 27, 2012",EntertainmentDB
4072,Where Is Paul Play?,Itoroetti,0,512,11:23am,"Oct 27, 2012",EntertainmentDB
4073,Nollywood Stars Who Failed In Their  Music Attempt,impetus,50,13049,2:16pm,"Oct 25, 2012",EntertainmentDB
4074,Movie(s) Which Made You Cry.,Maxymilliano,2,629,8:53pm,"Oct 24, 2012",EntertainmentDB
4075,My Reasons Explained,Movingcoil,0,425,2:42pm,"Oct 24, 2012",EntertainmentDB
4076,Charly Boy Adds Hotness To Madness In New Photoshoot,247naijagossip,2,2018,10:37am,"Oct 24, 2012",EntertainmentDB
4077,DELETED,coolchris,0,5197,12:53am,"Oct 24, 2012",EntertainmentDB
4078,Funny Things Women Say During Labour,Ohibenemma,0,880,12:48pm,"Oct 23, 2012",EntertainmentDB
4079,Vote For Tamara On Naija Sings,care4mee,3,1206,8:58am,"Oct 23, 2012",EntertainmentDB
4080,Which Famous Nigerian Female Celebrity Is In This Picture?,247naijagossip,2,1304,6:57pm,"Oct 22, 2012",EntertainmentDB
4081,What You Like For Your Entertainment,jamesadams01,2,540,10:30am,"Oct 22, 2012",EntertainmentDB
4082,Names Of The Winners At The Headies,reportnaija,2,981,11:00am,"Oct 21, 2012",EntertainmentDB
4083,2face Collaborates With Kelly Hansome,caesarjayjay,3,939,7:15am,"Oct 21, 2012",EntertainmentDB
4084,Which Song Should Win Song Of The Year Award?,dikkybutt,2,647,9:36pm,"Oct 20, 2012",EntertainmentDB
4085,Meet The Finalists Of Gulder Ultimate Search Season 9!,mitchyy,2,3963,8:25pm,"Oct 20, 2012",EntertainmentDB
4086,Photo: Kaffy With Friends At OAU In 2001,247naijagossip,0,1155,11:54am,"Oct 20, 2012",EntertainmentDB
4087,Nicki Minaj - Before And After Makeup,247naijagossip,4,5185,10:59am,"Oct 20, 2012",EntertainmentDB
4088,EXPOSED: Jim Iyke's 11 Years Old Secret Son Unveiled,obynocj,0,1142,7:35am,"Oct 20, 2012",EntertainmentDB
4089,[joke Of The Day] Nigerians Write Telecommunication Companies Over Poor Services,manpo2k,2,562,1:01am,"Oct 20, 2012",EntertainmentDB
4090,Uzikwendu (ikechukwu's Brother) Misses His Dad So Much,caesarjayjay,0,1072,12:58am,"Oct 20, 2012",EntertainmentDB
4091,Is It True That Modinat Nike Dada Is Pregnant For Funke Akindele's Husband?,AkinDavid2,3,1805,7:14pm,"Oct 19, 2012",EntertainmentDB
4092,"Mikel Obi,  Starts Record Label",eyems,5,2545,7:12pm,"Oct 19, 2012",EntertainmentDB
4093,WEIRD NEWS: Facebooker Hires Woman To Slap Him.,omonori1,0,471,6:48pm,"Oct 19, 2012",EntertainmentDB
4094,Charles Novia's Critique Of Tonto Dike's Songs,free2ryhme,2,661,12:44pm,"Oct 19, 2012",EntertainmentDB
4095,JJC  New Video Titled  African Skank,patlake,0,500,10:27am,"Oct 19, 2012",EntertainmentDB
4096,Mind Set Up,Ifilinwa,2,427,9:18pm,"Oct 18, 2012",EntertainmentDB
4097,Blackberry Delete Theory!,omonori1,0,563,8:38pm,"Oct 18, 2012",EntertainmentDB
4098,Who Is Akpos?,Tos87,2,1699,3:40pm,"Oct 18, 2012",EntertainmentDB
4099,Finally! TONTO DIKE Has Released Her Controversial SONGS,Nobody,0,1597,9:15pm,"Oct 17, 2012",EntertainmentDB
4100,Vote For Annabel Mbock And Get Free Airtime Instantly,pintogen,0,916,10:01am,"Oct 17, 2012",EntertainmentDB
4101,The Lagos Premiere Of Hoodrush,JoanJohnson,0,485,9:36am,"Oct 17, 2012",EntertainmentDB
4102,PHOTOS: Birthday Girl Cossy Orjiakor Goes Pole Dancing,samie4luv,0,1070,9:06am,"Oct 17, 2012",EntertainmentDB
4103,New South Africa Record Label In Nigeria...dont Miss,austino04,0,801,1:12am,"Oct 17, 2012",EntertainmentDB
4104,"Rihanna Tweets ‘nude’ Instagram Picture To Promote Her Newest Fragrance, But Nud",CVHP,3,1476,5:44pm,"Oct 16, 2012",EntertainmentDB
4105,Lynxx And Niyola Caught In Hot Romance (photo),mrelejo,0,1797,5:35pm,"Oct 16, 2012",EntertainmentDB
4106,Lynxx And Niyola Caught In Hot Romance (photo),mrelejo,0,4738,5:28pm,"Oct 16, 2012",EntertainmentDB
4107,Chidi Mokeme Returns For Gulder Ultimate Search 9!!!,infoguy,0,875,12:34pm,"Oct 16, 2012",EntertainmentDB
4108,Tread For Wrestling Fans - Punk Faces Ryback In Hell In A Cell,ipasco,0,1339,10:51am,"Oct 16, 2012",EntertainmentDB
4109,What Do Ladies Think When Invited By A New Guy?,adefash,0,1398,3:32am,"Oct 16, 2012",EntertainmentDB
4110,Strongest Girl In The World,mafiacent,0,2663,3:21am,"Oct 16, 2012",EntertainmentDB
4111,Fela’s Life,ACKCITY,2,516,10:34pm,"Oct 15, 2012",EntertainmentDB
4112,The Price Of Garri Finally Affected.,fabolakers,5,645,7:00pm,"Oct 15, 2012",EntertainmentDB
4113,2facemaniacs Celebrate 2face,patlake,0,412,5:24pm,"Oct 15, 2012",EntertainmentDB
4114,New Video: Dr Sid - Afefe  (official Video),365naijanews,0,670,4:34pm,"Oct 15, 2012",EntertainmentDB
4115,Goldie And Prezzo Holiday In America (PHOTOS),247naijagossip,124,25218,3:32pm,"Oct 15, 2012",EntertainmentDB
4116,I’m Entitled To My Opinion And Its Unfortunate That This Happened – Dr Sid,mitchyy,0,500,1:35pm,"Oct 15, 2012",EntertainmentDB
4117,Pastor Esther Benenoch Wants Her Husband Back,gozie143,0,1363,12:42pm,"Oct 15, 2012",EntertainmentDB
4118,For Ur Ears Only!!!!,jethrojet,0,351,12:01pm,"Oct 15, 2012",EntertainmentDB
4119,CASABLANCA!!! See Sexy Omotola,247naijagossip,0,3345,11:26am,"Oct 15, 2012",EntertainmentDB
4120,Truck Pusher Stabs Prostitute Cause Of Refusal Of Sex,gozie143,0,835,9:23am,"Oct 15, 2012",EntertainmentDB
4121,Woman Goes For Plastic Surgery And Loses Her Leg,gozie143,0,856,8:02am,"Oct 15, 2012",EntertainmentDB
4122,What Is This Guy Doing Down There?,247naijagossip,3,612,10:48pm,"Oct 14, 2012",EntertainmentDB
4123,Check Out Peter Okoye`s Latest Hairstyle,247naijagossip,0,735,3:02pm,"Oct 14, 2012",EntertainmentDB
4124,Leaked: D’banj Did More Negative Than Positive For My Career – Dr Sid,mitchyy,2,924,10:19am,"Oct 14, 2012",EntertainmentDB
4125,This Is For The Ladies,yungkiz,0,467,8:36am,"Oct 14, 2012",EntertainmentDB
4126,Video: Best Dance Crew In Nigeria: From Anambra State University,ucforu,2,3837,4:09am,"Oct 14, 2012",EntertainmentDB
4127,Market Research Survey For Service Providers And Requirers In Nigeria,umajosiah,0,423,1:33pm,"Oct 13, 2012",EntertainmentDB
4128,Charlie Boy Rejects Nigerian Idol Offer.,MrTAnonymous,2,1091,10:11am,"Oct 13, 2012",EntertainmentDB
4129,"Nellyin A Big Mess,drugs And A Pistol Discovered On His Bus.",chrizfasa,0,1031,7:59am,"Oct 13, 2012",EntertainmentDB
4130,#aluu4song  - Join The ‘ain’t No Love In The Heart Of City' Campaign,Wazobia,0,690,7:49am,"Oct 13, 2012",EntertainmentDB
4131,New Set Of Words Added To The Dictionary,binger,0,546,1:14pm,"Oct 12, 2012",EntertainmentDB
4132,Zagat Wine Club Review,malamgir,0,557,10:04pm,"Oct 11, 2012",EntertainmentDB
4133,IRS Plane And Truck Collide At MM Airport In Lagos,muna001,2,3952,5:03pm,"Oct 11, 2012",EntertainmentDB
4134,Why Women Love MouthAction,muna001,0,11782,3:36pm,"Oct 11, 2012",EntertainmentDB
4135,Describe Yourselves In One Word,ashmanpolo,2,466,1:31pm,"Oct 11, 2012",EntertainmentDB
4136,I Need Ideas For Setting Up A Business,eurodon,2,401,1:15pm,"Oct 11, 2012",EntertainmentDB
4137,Brymo – We All Need Something,samie4luv,0,358,5:21am,"Oct 11, 2012",EntertainmentDB
4138,Terry G – See Groove (part 2)  .,samie4viewnaija,0,521,5:19am,"Oct 11, 2012",EntertainmentDB
4139,Location For Customised T-shirts,dapmillz,0,340,5:38pm,"Oct 10, 2012",EntertainmentDB
4140,Man Jumps To Death From 8th Floor,eyems,0,625,1:50pm,"Oct 10, 2012",EntertainmentDB
4141,World Oldest APE Is Dead! (picture Inside),Nobody,2,1894,1:29pm,"Oct 10, 2012",EntertainmentDB
4142,Make Money Now By Just Investing,timidapsin,4,641,9:57am,"Oct 10, 2012",EntertainmentDB
4143,Music Icon Lagbaja Reveals Face Atlast (pics),Jerrygotswagg,4,2151,8:52am,"Oct 10, 2012",EntertainmentDB
4144,Wallstical .... An Endless Stream Of Web Contents,wallstical,0,362,9:16pm,"Oct 09, 2012",EntertainmentDB
4145,Florida Man Dies After Winning Cockroach-eating Contest,ryback,0,545,4:35pm,"Oct 09, 2012",EntertainmentDB
4146,Prosecutor Caught Red Handed After Roll Of Weed Tumbled Out Of His Pocket In Cou,octus2008,0,550,12:27pm,"Oct 07, 2012",EntertainmentDB
4147,Another Nonso Diobi,obisage,4,1310,12:23pm,"Oct 06, 2012",EntertainmentDB
4148,Nigeria Crude Oil Will Finish In The Next 41 Years,olillywales,0,1682,12:02pm,"Oct 06, 2012",EntertainmentDB
4149,"Nollywood Actor, FEMI BRANCH Survives FATAL Accident",Nobody,0,3327,5:39am,"Oct 06, 2012",EntertainmentDB
4150,Uncle Obama Banana,Nobody,0,609,5:24am,"Oct 06, 2012",EntertainmentDB
4151,Picture Of 2face Idibia Mother,emmalezy,0,2713,1:33am,"Oct 06, 2012",EntertainmentDB
4152,Individual Effort In Entertainment,dapostlecnh,0,464,8:39pm,"Oct 05, 2012",EntertainmentDB
4153,Viewnaija Top10 Music Videos For The Week,samie4viewnaija,0,466,5:56pm,"Oct 05, 2012",EntertainmentDB
4154,Chris Brown And Rihanna Back Together,muna001,0,879,9:29pm,"Oct 04, 2012",EntertainmentDB
4155,Ten African Millionaires To Watch,Blackbulb,0,620,8:35pm,"Oct 04, 2012",EntertainmentDB
4156,Ibinabo Fiberesima Becomes First Female President Of Actors Guild Of Nigeria!,eyemeka,0,892,2:47pm,"Oct 04, 2012",EntertainmentDB
4157,NIGERIA @ 52: Citizens Bare Their Minds-youth.com,Youthcom,0,489,3:26pm,"Oct 03, 2012",EntertainmentDB
4158,Welcome To Naija Hot Reality Talent Show,vk24real,0,729,3:16pm,"Oct 03, 2012",EntertainmentDB
4159,The Following Is Youth.com’s List List Of Top 10 High-flying Young Nigerians,Youthcom,5,1132,2:22pm,"Oct 03, 2012",EntertainmentDB
4160,Lánre – Má Gbàgbé,patlake,0,426,10:45am,"Oct 03, 2012",EntertainmentDB
4161,LUNI - One Thing Two,samie4viewnaija,0,390,10:44am,"Oct 03, 2012",EntertainmentDB
4162,Mr Raw(faraw) – Road To Success Ft Tmoney,samie4luv,0,459,10:42am,"Oct 03, 2012",EntertainmentDB
4163,"Xclusive: Davido Piled Up N500,000 Club Bill On Wizkid And Bailed Out.",Dopefiend,6,1475,10:23am,"Oct 03, 2012",EntertainmentDB
4164,Tonto Dikeh And Fans Fight On Twitter Over The Release Of Her New Song,muna001,0,1161,10:03am,"Oct 03, 2012",EntertainmentDB
4165,INSULT: MADONNA Calls Barrack Obama 'a Black Muslim',Nobody,3,1019,9:24am,"Oct 03, 2012",EntertainmentDB
4166,Sperm Selling Business Booming In Ghana,octus2008,0,635,9:13am,"Oct 03, 2012",EntertainmentDB
4167,African Educational Hub !!,colgo,0,756,12:48am,"Oct 03, 2012",EntertainmentDB
4168,What Are Breasts Created For,samie4luv,0,515,10:07pm,"Oct 02, 2012",EntertainmentDB
4169,Man Fakes Death In Marriage Proposal,Nobody,172,23095,9:20pm,"Oct 02, 2012",EntertainmentDB
4170,Birdman Discusses Bow Wow’snew Role As Host Of 106& Park,Nobody,0,531,12:39pm,"Oct 02, 2012",EntertainmentDB
4171,Annoying Advert From A Gaming Company About Nigeria,Nobody,0,550,7:56am,"Oct 02, 2012",EntertainmentDB
4172,I Can Never Go Back To Timaya - Empress Njamah,muna001,4,1149,9:40pm,"Oct 01, 2012",EntertainmentDB
4173,Organizing A Yearly Event.,oseenice,0,407,9:19pm,"Oct 01, 2012",EntertainmentDB
4174,New Video: 2face Idibia – Ihe Neme,365naijanews,0,686,12:57pm,"Oct 01, 2012",EntertainmentDB
4175,Vote! Karen Ogho Takes A Chance At Acting,eyemeka,0,525,7:07am,"Oct 01, 2012",EntertainmentDB
4176,Ayo Beats 6 Other Contestants To Emerge MTN Project Fame Season 5 Winner,Onlinemedia,3,1671,8:15pm,"Sep 30, 2012",EntertainmentDB
4177,Top Sunday News Headlines ‘plus’ Celebrity Gist,Nobody,0,737,6:58am,"Sep 30, 2012",EntertainmentDB
4178,Gigi Chao Bombarded With Marriage Proposals From As Far As Nigeria.,ps5,2,489,6:18am,"Sep 30, 2012",EntertainmentDB
4179,"Kanu Nwankwo, Walter Wagbatsoma & Sade Okoya To Be Honoured",timnanu,0,879,4:32am,"Sep 30, 2012",EntertainmentDB
4180,What do Nigerians wear to Bed??,hakwise,7,1031,10:01pm,"Sep 29, 2012",EntertainmentDB
4181,NEW MUSIC: 2SHOTZ-OLSTAR-BLAYZE Superman Dead 2,muna001,0,761,3:14pm,"Sep 29, 2012",EntertainmentDB
4182,Cheap Designer Handbags While She,fangcuo1,0,478,12:03pm,"Sep 28, 2012",EntertainmentDB
4183,Lauryn Hill Faces Jail As She Pleads Guilty To Tax Fraud.,virgo,3,1113,11:58pm,"Sep 27, 2012",EntertainmentDB
4184,Kanye West 20 And 40 Minutes Sex Tapes About To Hit The Internet,outspoken,0,1018,2:28pm,"Sep 27, 2012",EntertainmentDB
4185,Is Timaya And Empress Njamah Back?,postit,0,555,2:00pm,"Sep 27, 2012",EntertainmentDB
4186,Animal View,Slizbeat,11,557,7:58am,"Sep 27, 2012",EntertainmentDB
4187,M.i Appointed As Chocolate City’s Director Of Music,LTVersati,2,1492,11:45pm,"Sep 26, 2012",EntertainmentDB
4188,M.I In NDLEA Crisis (video),samie4luv,0,515,12:50pm,"Sep 26, 2012",EntertainmentDB
4189,"2face, Wizkid, Tiwa Savage, MI, D'banj Collabo! (new)",QMark,0,535,12:10pm,"Sep 26, 2012",EntertainmentDB
4190,Sex Tape Was Stolen - Kanye West's Lawyer,pealicious,0,479,12:09pm,"Sep 26, 2012",EntertainmentDB
4191,Dipp Ft Yemi Alade - Rock Ur Body,samie4luv,2,491,9:48am,"Sep 26, 2012",EntertainmentDB
4192,Genevieve Nnaji Caught In The Act? Drop You Comment,patlake,2,2494,9:08am,"Sep 26, 2012",EntertainmentDB
4193,M.I Gets Caught With Drugs,samie4viewnaija,0,851,7:36am,"Sep 26, 2012",EntertainmentDB
4194,Alleged Smoking: Genevieve Nnaji Caught In The Act?,samie4viewnaija,2,2030,7:25am,"Sep 26, 2012",EntertainmentDB
